country_or_region,year,material_type,management_type,quantity
Timor-Leste,None,rubber_leather,,
Tonga,None,rubber_leather,,4.1
Tonga,None,rubber_leather,,4.1
Tunisia,None,rubber_leather,,
Tunisia,None,rubber_leather,,
Tunisia,None,rubber_leather,,
Turkey,None,rubber_leather,,
Turkey,None,rubber_leather,,
Tuvalu,None,rubber_leather,,
Tanzania,None,rubber_leather,,1.0
Tanzania,None,rubber_leather,,
Tanzania,None,rubber_leather,,
Uganda,None,rubber_leather,,
Ukraine,None,rubber_leather,,1.2
Ukraine,None,rubber_leather,,
Uruguay,None,rubber_leather,,0.43
United States,None,rubber_leather,,
United States,None,rubber_leather,,
United States,None,rubber_leather,,
Uzbekistan,None,rubber_leather,,
Uzbekistan,None,rubber_leather,,0.8
"Venezuela, RB",None,rubber_leather,,
Vietnam,None,rubber_leather,,0.5
Vietnam,None,rubber_leather,,1.1
Vanuatu,None,rubber_leather,,1.4
Samoa,None,rubber_leather,,
Kosovo,None,rubber_leather,,
Kosovo,None,rubber_leather,,
"Yemen, Rep.",None,rubber_leather,,1.0
South Africa,None,rubber_leather,,
South Africa,None,rubber_leather,,
South Africa,None,rubber_leather,,
South Africa,None,rubber_leather,,
South Africa,None,rubber_leather,,
Zambia,None,rubber_leather,,
Zambia,None,rubber_leather,,
Zimbabwe,None,rubber_leather,,
Zimbabwe,None,rubber_leather,,
Zimbabwe,None,rubber_leather,,
Zimbabwe,None,rubber_leather,,
Zimbabwe,None,rubber_leather,,
Zimbabwe,None,rubber_leather,,
Zimbabwe,None,rubber_leather,,
Zimbabwe,None,rubber_leather,,
Zimbabwe,None,rubber_leather,,
,None,rubber_leather,,
Afghanistan,None,wood,,0.156
Afghanistan,None,wood,,
Afghanistan,None,wood,,0.18
Afghanistan,None,wood,,1.0
Afghanistan,None,wood,,0.54
Angola,None,wood,,1.0
Albania,None,wood,,
Albania,None,wood,,
United Arab Emirates,None,wood,,
United Arab Emirates,None,wood,,0.98
Argentina,None,wood,,
Argentina,None,wood,,
Argentina,None,wood,,
Armenia,None,wood,,
Armenia,None,wood,,
American Samoa,None,wood,,
Australia,None,wood,,2.0
Australia,None,wood,,
Australia,None,wood,,
Austria,None,wood,,
Azerbaijan,None,wood,,1.4
Burundi,None,wood,,
Burundi,None,wood,,
Burundi,None,wood,,
Burundi,None,wood,,
Belgium,None,wood,,
Belgium,None,wood,,
Benin,None,wood,,
Benin,None,wood,,1.54
Burkina Faso,None,wood,,
Burkina Faso,None,wood,,
Bangladesh,None,wood,,0.0
Bangladesh,None,wood,,0.0
Bangladesh,None,wood,,0.0
Bangladesh,None,wood,,
Bangladesh,None,wood,,
Bulgaria,None,wood,,
Bulgaria,None,wood,,
Bahrain,None,wood,,
Bosnia and Herzegovina,None,wood,,4.1
Bosnia and Herzegovina,None,wood,,
Belarus,None,wood,,3.23
Belarus,None,wood,,0.9
Belize,None,wood,,
Belize,None,wood,,
Bolivia,None,wood,,
Brazil,None,wood,,1.8
Brazil,None,wood,,
Brazil,None,wood,,
Bhutan,None,wood,,
Bhutan,None,wood,,
Botswana,None,wood,,
Canada,None,wood,,
Canada,None,wood,,
Canada,None,wood,,
Switzerland,None,wood,,
Switzerland,None,wood,,
Chile,None,wood,,
China,None,wood,,1.8
Côte d’Ivoire,None,wood,,
Cameroon,None,wood,,
Cameroon,None,wood,,
Cameroon,None,wood,,
Cameroon,None,wood,,
"Congo, Dem. Rep.",None,wood,,
"Congo, Rep.",None,wood,,
Colombia,None,wood,,
Colombia,None,wood,,
Colombia,None,wood,,
Comoros,None,wood,,
Costa Rica,None,wood,,
Costa Rica,None,wood,,
Cuba,None,wood,,
Cyprus,None,wood,,
Cyprus,None,wood,,
Czech Republic,None,wood,,
Czech Republic,None,wood,,
Germany,None,wood,,7.54
Germany,None,wood,,2.0
Djibouti,None,wood,,
Denmark,None,wood,,
Dominican Republic,None,wood,,0.3
Algeria,None,wood,,1.51
Algeria,None,wood,,
Ecuador,None,wood,,0.85
"Egypt, Arab Rep.",None,wood,,
Spain,None,wood,,2.5
Spain,None,wood,,0.2
Estonia,None,wood,,2.0
Estonia,None,wood,,
Ethiopia,None,wood,,9.5
Ethiopia,None,wood,,
Ethiopia,None,wood,,
Ethiopia,None,wood,,
Ethiopia,None,wood,,12.5
Ethiopia,None,wood,,1.0
Ethiopia,None,wood,,0.5
Ethiopia,None,wood,,1.0
Ethiopia,None,wood,,
Ethiopia,None,wood,,
Ethiopia,None,wood,,
Ethiopia,None,wood,,
Finland,None,wood,,
Finland,None,wood,,0.7
Finland,None,wood,,1.1
Fiji,None,wood,,4.0
France,None,wood,,
France,None,wood,,4.1
"Micronesia, Fed. Sts.",None,wood,,
Gabon,None,wood,,
United Kingdom,None,wood,,
United Kingdom,None,wood,,
Georgia,None,wood,,
Ghana,None,wood,,
Ghana,None,wood,,
Guinea,None,wood,,
"Gambia, The",None,wood,,2.35
Equatorial Guinea,None,wood,,
Greece,None,wood,,
Greece,None,wood,,4.6
Guatemala,None,wood,,2.9
Guatemala,None,wood,,2.5
Guatemala,None,wood,,4.2
Honduras,None,wood,,
Honduras,None,wood,,0.71
Croatia,None,wood,,1.5
Croatia,None,wood,,
Haiti,None,wood,,1.8
Hungary,None,wood,,
Hungary,None,wood,,
Indonesia,None,wood,,0.07
Isle of Man,None,wood,,
India,None,wood,,
India,None,wood,,
India,None,wood,,
India,None,wood,,
India,None,wood,,5.0
India,None,wood,,
India,None,wood,,
India,None,wood,,
India,None,wood,,
India,None,wood,,
India,None,wood,,
India,None,wood,,5.17
India,None,wood,,
India,None,wood,,
India,None,wood,,
India,None,wood,,
India,None,wood,,14.66
India,None,wood,,
India,None,wood,,
India,None,wood,,4.0
India,None,wood,,
India,None,wood,,
India,None,wood,,
India,None,wood,,
India,None,wood,,
India,None,wood,,
India,None,wood,,1.0
India,None,wood,,
India,None,wood,,
India,None,wood,,
India,None,wood,,
India,None,wood,,
India,None,wood,,
India,None,wood,,3.28
India,None,wood,,5.0
India,None,wood,,
India,None,wood,,
India,None,wood,,6.99
India,None,wood,,
India,None,wood,,
India,None,wood,,
India,None,wood,,
India,None,wood,,
India,None,wood,,
India,None,wood,,
India,None,wood,,
India,None,wood,,
Ireland,None,wood,,
"Iran, Islamic Rep.",None,wood,,0.4
Iraq,None,wood,,
Israel,None,wood,,
Israel,None,wood,,
Italy,None,wood,,5.08
Italy,None,wood,,6.5
Jordan,None,wood,,
Japan,None,wood,,1.97
Japan,None,wood,,0.84
Japan,None,wood,,
Japan,None,wood,,
Japan,None,wood,,
Japan,None,wood,,1.2
Kazakhstan,None,wood,,
Kazakhstan,None,wood,,
Kenya,None,wood,,
Kenya,None,wood,,
Kyrgyz Republic,None,wood,,0.22
Kyrgyz Republic,None,wood,,1.0
Cambodia,None,wood,,6.0
Kiribati,None,wood,,
"Korea, Rep.",None,wood,,
Kuwait,None,wood,,
Lao PDR,None,wood,,
Lebanon,None,wood,,3.0
Lebanon,None,wood,,4.0
Liberia,None,wood,,
Libya,None,wood,,
Sri Lanka,None,wood,,
Sri Lanka,None,wood,,
Sri Lanka,None,wood,,
Sri Lanka,None,wood,,
Sri Lanka,None,wood,,
Sri Lanka,None,wood,,3.5
Lithuania,None,wood,,4.9
Lithuania,None,wood,,2.09
Latvia,None,wood,,
Latvia,None,wood,,
Morocco,None,wood,,
Morocco,None,wood,,
Morocco,None,wood,,
Moldova,None,wood,,
Moldova,None,wood,,1.0
Madagascar,None,wood,,2.1
Maldives,None,wood,,2.75
Maldives,None,wood,,
Maldives,None,wood,,1.0
Mexico,None,wood,,0.45
Mexico,None,wood,,
Mexico,None,wood,,0.06
Marshall Islands,None,wood,,
"Macedonia, FYR",None,wood,,
"Macedonia, FYR",None,wood,,
Mali,None,wood,,
Mali,None,wood,,
Myanmar,None,wood,,
Myanmar,None,wood,,
Montenegro,None,wood,,2.75
Montenegro,None,wood,,
Mongolia,None,wood,,
Northern Mariana Islands,None,wood,,
Mozambique,None,wood,,
Mauritania,None,wood,,
Malawi,None,wood,,
Malawi,None,wood,,
Malaysia,None,wood,,5.74
Namibia,None,wood,,
Niger,None,wood,,
Nigeria,None,wood,,
Nigeria,None,wood,,
Nigeria,None,wood,,
Nigeria,None,wood,,
Nigeria,None,wood,,3.0
Nicaragua,None,wood,,
Nicaragua,None,wood,,
Netherlands,None,wood,,
Netherlands,None,wood,,2.0
Norway,None,wood,,14.0
Norway,None,wood,,
Nepal,None,wood,,
Nepal,None,wood,,
Nepal,None,wood,,
Nepal,None,wood,,
Nepal,None,wood,,
Nepal,None,wood,,
Nepal,None,wood,,
Nepal,None,wood,,
Nepal,None,wood,,
Nepal,None,wood,,
Nepal,None,wood,,
Nepal,None,wood,,
New Zealand,None,wood,,0.8
New Zealand,None,wood,,
Oman,None,wood,,
Pakistan,None,wood,,2.25
Pakistan,None,wood,,
Pakistan,None,wood,,4.0
Panama,None,wood,,
Panama,None,wood,,
Panama,None,wood,,
Peru,None,wood,,0.19
Philippines,None,wood,,
Philippines,None,wood,,
Palau,None,wood,,
Papua New Guinea,None,wood,,
Poland,None,wood,,
Poland,None,wood,,
Portugal,None,wood,,0.5
Portugal,None,wood,,0.41
Paraguay,None,wood,,
Paraguay,None,wood,,
Paraguay,None,wood,,
West Bank and Gaza,None,wood,,
Qatar,None,wood,,
Romania,None,wood,,2.5
Romania,None,wood,,2.35
Russian Federation,None,wood,,5.0
Russian Federation,None,wood,,6.5
Russian Federation,None,wood,,
Rwanda,None,wood,,2.9
Rwanda,None,wood,,
Saudi Arabia,None,wood,,6.0
Saudi Arabia,None,wood,,
Senegal,None,wood,,
Solomon Islands,None,wood,,
Sierra Leone,None,wood,,
El Salvador,None,wood,,
Somalia,None,wood,,
Serbia,None,wood,,
Serbia,None,wood,,
South Sudan,None,wood,,
Slovak Republic,None,wood,,
Slovak Republic,None,wood,,
Slovenia,None,wood,,
Sweden,None,wood,,10.0
Sweden,None,wood,,0.2
Syrian Arab Republic,None,wood,,
Togo,None,wood,,26.0
Thailand,None,wood,,
Tajikistan,None,wood,,
Tajikistan,None,wood,,
Turkmenistan,None,wood,,1.0
Timor-Leste,None,wood,,
Tonga,None,wood,,
Tonga,None,wood,,
Tunisia,None,wood,,
Tunisia,None,wood,,
Tunisia,None,wood,,
Turkey,None,wood,,
Turkey,None,wood,,
Tuvalu,None,wood,,
Tanzania,None,wood,,
Tanzania,None,wood,,
Tanzania,None,wood,,
Uganda,None,wood,,
Ukraine,None,wood,,0.3
Ukraine,None,wood,,1.0
Uruguay,None,wood,,
United States,None,wood,,
United States,None,wood,,
United States,None,wood,,
Uzbekistan,None,wood,,
Uzbekistan,None,wood,,4.9
"Venezuela, RB",None,wood,,
Vietnam,None,wood,,
Vietnam,None,wood,,1.0
Vanuatu,None,wood,,
Samoa,None,wood,,
Kosovo,None,wood,,
Kosovo,None,wood,,1.17
"Yemen, Rep.",None,wood,,3.0
South Africa,None,wood,,
South Africa,None,wood,,
South Africa,None,wood,,
South Africa,None,wood,,
South Africa,None,wood,,
Zambia,None,wood,,
Zambia,None,wood,,
Zimbabwe,None,wood,,
Zimbabwe,None,wood,,
Zimbabwe,None,wood,,
Zimbabwe,None,wood,,
Zimbabwe,None,wood,,
Zimbabwe,None,wood,,
Zimbabwe,None,wood,,
Zimbabwe,None,wood,,
Zimbabwe,None,wood,,
,None,wood,,
Afghanistan,None,yard_garden_green_waste,,2.1395
Afghanistan,None,yard_garden_green_waste,,4.49
Afghanistan,None,yard_garden_green_waste,,2.87
Afghanistan,None,yard_garden_green_waste,,4.0
Afghanistan,None,yard_garden_green_waste,,0.64
Angola,None,yard_garden_green_waste,,3.0
Albania,None,yard_garden_green_waste,,
Albania,None,yard_garden_green_waste,,
United Arab Emirates,None,yard_garden_green_waste,,
United Arab Emirates,None,yard_garden_green_waste,,
Argentina,None,yard_garden_green_waste,,18.0
Argentina,None,yard_garden_green_waste,,
Argentina,None,yard_garden_green_waste,,4.0
Armenia,None,yard_garden_green_waste,,
Armenia,None,yard_garden_green_waste,,
American Samoa,None,yard_garden_green_waste,,
Australia,None,yard_garden_green_waste,,2.5
Australia,None,yard_garden_green_waste,,1.03
Australia,None,yard_garden_green_waste,,
Austria,None,yard_garden_green_waste,,
Azerbaijan,None,yard_garden_green_waste,,
Burundi,None,yard_garden_green_waste,,
Burundi,None,yard_garden_green_waste,,
Burundi,None,yard_garden_green_waste,,
Burundi,None,yard_garden_green_waste,,
Belgium,None,yard_garden_green_waste,,12.0
Belgium,None,yard_garden_green_waste,,
Benin,None,yard_garden_green_waste,,
Benin,None,yard_garden_green_waste,,
Burkina Faso,None,yard_garden_green_waste,,
Burkina Faso,None,yard_garden_green_waste,,
Bangladesh,None,yard_garden_green_waste,,1.61
Bangladesh,None,yard_garden_green_waste,,0.72
Bangladesh,None,yard_garden_green_waste,,1.41
Bangladesh,None,yard_garden_green_waste,,
Bangladesh,None,yard_garden_green_waste,,0.66
Bulgaria,None,yard_garden_green_waste,,
Bulgaria,None,yard_garden_green_waste,,
Bahrain,None,yard_garden_green_waste,,
Bosnia and Herzegovina,None,yard_garden_green_waste,,
Bosnia and Herzegovina,None,yard_garden_green_waste,,
Belarus,None,yard_garden_green_waste,,1.0
Belarus,None,yard_garden_green_waste,,
Belize,None,yard_garden_green_waste,,12.0
Belize,None,yard_garden_green_waste,,
Bolivia,None,yard_garden_green_waste,,
Brazil,None,yard_garden_green_waste,,
Brazil,None,yard_garden_green_waste,,
Brazil,None,yard_garden_green_waste,,
Bhutan,None,yard_garden_green_waste,,
Bhutan,None,yard_garden_green_waste,,
Botswana,None,yard_garden_green_waste,,
Canada,None,yard_garden_green_waste,,2.0
Canada,None,yard_garden_green_waste,,
Canada,None,yard_garden_green_waste,,
Switzerland,None,yard_garden_green_waste,,
Switzerland,None,yard_garden_green_waste,,
Chile,None,yard_garden_green_waste,,13.0
China,None,yard_garden_green_waste,,
Côte d’Ivoire,None,yard_garden_green_waste,,9.0
Cameroon,None,yard_garden_green_waste,,
Cameroon,None,yard_garden_green_waste,,
Cameroon,None,yard_garden_green_waste,,
Cameroon,None,yard_garden_green_waste,,
"Congo, Dem. Rep.",None,yard_garden_green_waste,,
"Congo, Rep.",None,yard_garden_green_waste,,
Colombia,None,yard_garden_green_waste,,
Colombia,None,yard_garden_green_waste,,
Colombia,None,yard_garden_green_waste,,
Comoros,None,yard_garden_green_waste,,
Costa Rica,None,yard_garden_green_waste,,
Costa Rica,None,yard_garden_green_waste,,
Cuba,None,yard_garden_green_waste,,9.0
Cyprus,None,yard_garden_green_waste,,26.0
Cyprus,None,yard_garden_green_waste,,
Czech Republic,None,yard_garden_green_waste,,
Czech Republic,None,yard_garden_green_waste,,
Germany,None,yard_garden_green_waste,,
Germany,None,yard_garden_green_waste,,
Djibouti,None,yard_garden_green_waste,,
Denmark,None,yard_garden_green_waste,,
Dominican Republic,None,yard_garden_green_waste,,7.0
Algeria,None,yard_garden_green_waste,,
Algeria,None,yard_garden_green_waste,,
Ecuador,None,yard_garden_green_waste,,0.3
"Egypt, Arab Rep.",None,yard_garden_green_waste,,
Spain,None,yard_garden_green_waste,,
Spain,None,yard_garden_green_waste,,6.31
Estonia,None,yard_garden_green_waste,,
Estonia,None,yard_garden_green_waste,,5.32
Ethiopia,None,yard_garden_green_waste,,
Ethiopia,None,yard_garden_green_waste,,
Ethiopia,None,yard_garden_green_waste,,
Ethiopia,None,yard_garden_green_waste,,
Ethiopia,None,yard_garden_green_waste,,
Ethiopia,None,yard_garden_green_waste,,
Ethiopia,None,yard_garden_green_waste,,
Ethiopia,None,yard_garden_green_waste,,
Ethiopia,None,yard_garden_green_waste,,
Ethiopia,None,yard_garden_green_waste,,
Ethiopia,None,yard_garden_green_waste,,
Ethiopia,None,yard_garden_green_waste,,
Finland,None,yard_garden_green_waste,,
Finland,None,yard_garden_green_waste,,
Finland,None,yard_garden_green_waste,,
Fiji,None,yard_garden_green_waste,,9.7
France,None,yard_garden_green_waste,,
France,None,yard_garden_green_waste,,
"Micronesia, Fed. Sts.",None,yard_garden_green_waste,,
Gabon,None,yard_garden_green_waste,,
United Kingdom,None,yard_garden_green_waste,,
United Kingdom,None,yard_garden_green_waste,,8.0
Georgia,None,yard_garden_green_waste,,
Ghana,None,yard_garden_green_waste,,
Ghana,None,yard_garden_green_waste,,
Guinea,None,yard_garden_green_waste,,1.9
"Gambia, The",None,yard_garden_green_waste,,
Equatorial Guinea,None,yard_garden_green_waste,,
Greece,None,yard_garden_green_waste,,
Greece,None,yard_garden_green_waste,,
Guatemala,None,yard_garden_green_waste,,
Guatemala,None,yard_garden_green_waste,,
Guatemala,None,yard_garden_green_waste,,
Honduras,None,yard_garden_green_waste,,12.0
Honduras,None,yard_garden_green_waste,,
Croatia,None,yard_garden_green_waste,,5.1
Croatia,None,yard_garden_green_waste,,
Haiti,None,yard_garden_green_waste,,
Hungary,None,yard_garden_green_waste,,11.16
Hungary,None,yard_garden_green_waste,,
Indonesia,None,yard_garden_green_waste,,
Isle of Man,None,yard_garden_green_waste,,
India,None,yard_garden_green_waste,,
India,None,yard_garden_green_waste,,
India,None,yard_garden_green_waste,,
India,None,yard_garden_green_waste,,
India,None,yard_garden_green_waste,,
India,None,yard_garden_green_waste,,
India,None,yard_garden_green_waste,,2.97
India,None,yard_garden_green_waste,,
India,None,yard_garden_green_waste,,
India,None,yard_garden_green_waste,,
India,None,yard_garden_green_waste,,
India,None,yard_garden_green_waste,,31.74
India,None,yard_garden_green_waste,,
India,None,yard_garden_green_waste,,
India,None,yard_garden_green_waste,,
India,None,yard_garden_green_waste,,6.0
India,None,yard_garden_green_waste,,
India,None,yard_garden_green_waste,,
India,None,yard_garden_green_waste,,
India,None,yard_garden_green_waste,,6.0
India,None,yard_garden_green_waste,,
India,None,yard_garden_green_waste,,
India,None,yard_garden_green_waste,,
India,None,yard_garden_green_waste,,
India,None,yard_garden_green_waste,,
India,None,yard_garden_green_waste,,
India,None,yard_garden_green_waste,,15.0
India,None,yard_garden_green_waste,,
India,None,yard_garden_green_waste,,
India,None,yard_garden_green_waste,,
India,None,yard_garden_green_waste,,
India,None,yard_garden_green_waste,,
India,None,yard_garden_green_waste,,
India,None,yard_garden_green_waste,,
India,None,yard_garden_green_waste,,
India,None,yard_garden_green_waste,,
India,None,yard_garden_green_waste,,
India,None,yard_garden_green_waste,,32.25
India,None,yard_garden_green_waste,,4.0
India,None,yard_garden_green_waste,,
India,None,yard_garden_green_waste,,5.0
India,None,yard_garden_green_waste,,
India,None,yard_garden_green_waste,,
India,None,yard_garden_green_waste,,
India,None,yard_garden_green_waste,,
India,None,yard_garden_green_waste,,
India,None,yard_garden_green_waste,,
Ireland,None,yard_garden_green_waste,,
"Iran, Islamic Rep.",None,yard_garden_green_waste,,
Iraq,None,yard_garden_green_waste,,
Israel,None,yard_garden_green_waste,,
Israel,None,yard_garden_green_waste,,
Italy,None,yard_garden_green_waste,,
Italy,None,yard_garden_green_waste,,
Jordan,None,yard_garden_green_waste,,
Japan,None,yard_garden_green_waste,,9.43
Japan,None,yard_garden_green_waste,,1.75
Japan,None,yard_garden_green_waste,,6.8
Japan,None,yard_garden_green_waste,,7.7
Japan,None,yard_garden_green_waste,,
Japan,None,yard_garden_green_waste,,0.1
Kazakhstan,None,yard_garden_green_waste,,1.2
Kazakhstan,None,yard_garden_green_waste,,
Kenya,None,yard_garden_green_waste,,
Kenya,None,yard_garden_green_waste,,
Kyrgyz Republic,None,yard_garden_green_waste,,
Kyrgyz Republic,None,yard_garden_green_waste,,
Cambodia,None,yard_garden_green_waste,,
Kiribati,None,yard_garden_green_waste,,
"Korea, Rep.",None,yard_garden_green_waste,,
Kuwait,None,yard_garden_green_waste,,
Lao PDR,None,yard_garden_green_waste,,30.0
Lebanon,None,yard_garden_green_waste,,3.0
Lebanon,None,yard_garden_green_waste,,5.0
Liberia,None,yard_garden_green_waste,,
Libya,None,yard_garden_green_waste,,
Sri Lanka,None,yard_garden_green_waste,,14.1
Sri Lanka,None,yard_garden_green_waste,,16.0
Sri Lanka,None,yard_garden_green_waste,,37.0
Sri Lanka,None,yard_garden_green_waste,,15.1
Sri Lanka,None,yard_garden_green_waste,,14.1
Sri Lanka,None,yard_garden_green_waste,,
Lithuania,None,yard_garden_green_waste,,11.2
Lithuania,None,yard_garden_green_waste,,7.52
Latvia,None,yard_garden_green_waste,,10.0
Latvia,None,yard_garden_green_waste,,
Morocco,None,yard_garden_green_waste,,
Morocco,None,yard_garden_green_waste,,5.0
Morocco,None,yard_garden_green_waste,,
Moldova,None,yard_garden_green_waste,,
Moldova,None,yard_garden_green_waste,,1.0
Madagascar,None,yard_garden_green_waste,,0.2
Maldives,None,yard_garden_green_waste,,4.24
Maldives,None,yard_garden_green_waste,,30.0
Maldives,None,yard_garden_green_waste,,49.68
Mexico,None,yard_garden_green_waste,,
Mexico,None,yard_garden_green_waste,,
Mexico,None,yard_garden_green_waste,,0.54
Marshall Islands,None,yard_garden_green_waste,,
"Macedonia, FYR",None,yard_garden_green_waste,,80.8
"Macedonia, FYR",None,yard_garden_green_waste,,2.0
Mali,None,yard_garden_green_waste,,
Mali,None,yard_garden_green_waste,,
Myanmar,None,yard_garden_green_waste,,
Myanmar,None,yard_garden_green_waste,,8.0
Montenegro,None,yard_garden_green_waste,,
Montenegro,None,yard_garden_green_waste,,
Mongolia,None,yard_garden_green_waste,,
Northern Mariana Islands,None,yard_garden_green_waste,,
Mozambique,None,yard_garden_green_waste,,
Mauritania,None,yard_garden_green_waste,,
Malawi,None,yard_garden_green_waste,,
Malawi,None,yard_garden_green_waste,,
Malaysia,None,yard_garden_green_waste,,2.48
Namibia,None,yard_garden_green_waste,,
Niger,None,yard_garden_green_waste,,
Nigeria,None,yard_garden_green_waste,,
Nigeria,None,yard_garden_green_waste,,
Nigeria,None,yard_garden_green_waste,,
Nigeria,None,yard_garden_green_waste,,
Nigeria,None,yard_garden_green_waste,,
Nicaragua,None,yard_garden_green_waste,,
Nicaragua,None,yard_garden_green_waste,,
Netherlands,None,yard_garden_green_waste,,3.4
Netherlands,None,yard_garden_green_waste,,6.0
Norway,None,yard_garden_green_waste,,3.0
Norway,None,yard_garden_green_waste,,
Nepal,None,yard_garden_green_waste,,
Nepal,None,yard_garden_green_waste,,
Nepal,None,yard_garden_green_waste,,
Nepal,None,yard_garden_green_waste,,
Nepal,None,yard_garden_green_waste,,
Nepal,None,yard_garden_green_waste,,
Nepal,None,yard_garden_green_waste,,
Nepal,None,yard_garden_green_waste,,
Nepal,None,yard_garden_green_waste,,
Nepal,None,yard_garden_green_waste,,
Nepal,None,yard_garden_green_waste,,
Nepal,None,yard_garden_green_waste,,
New Zealand,None,yard_garden_green_waste,,
New Zealand,None,yard_garden_green_waste,,
Oman,None,yard_garden_green_waste,,
Pakistan,None,yard_garden_green_waste,,14.0
Pakistan,None,yard_garden_green_waste,,
Pakistan,None,yard_garden_green_waste,,
Panama,None,yard_garden_green_waste,,
Panama,None,yard_garden_green_waste,,
Panama,None,yard_garden_green_waste,,
Peru,None,yard_garden_green_waste,,7.34
Philippines,None,yard_garden_green_waste,,
Philippines,None,yard_garden_green_waste,,
Palau,None,yard_garden_green_waste,,1.0
Papua New Guinea,None,yard_garden_green_waste,,
Poland,None,yard_garden_green_waste,,
Poland,None,yard_garden_green_waste,,
Portugal,None,yard_garden_green_waste,,
Portugal,None,yard_garden_green_waste,,
Paraguay,None,yard_garden_green_waste,,19.2
Paraguay,None,yard_garden_green_waste,,16.0
Paraguay,None,yard_garden_green_waste,,3.0
West Bank and Gaza,None,yard_garden_green_waste,,
Qatar,None,yard_garden_green_waste,,
Romania,None,yard_garden_green_waste,,
Romania,None,yard_garden_green_waste,,
Russian Federation,None,yard_garden_green_waste,,
Russian Federation,None,yard_garden_green_waste,,
Russian Federation,None,yard_garden_green_waste,,
Rwanda,None,yard_garden_green_waste,,6.93
Rwanda,None,yard_garden_green_waste,,
Saudi Arabia,None,yard_garden_green_waste,,5.0
Saudi Arabia,None,yard_garden_green_waste,,
Senegal,None,yard_garden_green_waste,,
Solomon Islands,None,yard_garden_green_waste,,
Sierra Leone,None,yard_garden_green_waste,,
El Salvador,None,yard_garden_green_waste,,
Somalia,None,yard_garden_green_waste,,
Serbia,None,yard_garden_green_waste,,6.68
Serbia,None,yard_garden_green_waste,,9.17
South Sudan,None,yard_garden_green_waste,,
Slovak Republic,None,yard_garden_green_waste,,
Slovak Republic,None,yard_garden_green_waste,,
Slovenia,None,yard_garden_green_waste,,
Sweden,None,yard_garden_green_waste,,5.0
Sweden,None,yard_garden_green_waste,,2.8
Syrian Arab Republic,None,yard_garden_green_waste,,
Togo,None,yard_garden_green_waste,,
Thailand,None,yard_garden_green_waste,,5.99
Tajikistan,None,yard_garden_green_waste,,
Tajikistan,None,yard_garden_green_waste,,
Turkmenistan,None,yard_garden_green_waste,,28.0
Timor-Leste,None,yard_garden_green_waste,,33.0
Tonga,None,yard_garden_green_waste,,
Tonga,None,yard_garden_green_waste,,
Tunisia,None,yard_garden_green_waste,,
Tunisia,None,yard_garden_green_waste,,
Tunisia,None,yard_garden_green_waste,,
Turkey,None,yard_garden_green_waste,,0.5
Turkey,None,yard_garden_green_waste,,
Tuvalu,None,yard_garden_green_waste,,
Tanzania,None,yard_garden_green_waste,,25.1
Tanzania,None,yard_garden_green_waste,,
Tanzania,None,yard_garden_green_waste,,
Uganda,None,yard_garden_green_waste,,8.0
Ukraine,None,yard_garden_green_waste,,
Ukraine,None,yard_garden_green_waste,,
Uruguay,None,yard_garden_green_waste,,2.35
United States,None,yard_garden_green_waste,,
United States,None,yard_garden_green_waste,,
United States,None,yard_garden_green_waste,,
Uzbekistan,None,yard_garden_green_waste,,
Uzbekistan,None,yard_garden_green_waste,,8.9
"Venezuela, RB",None,yard_garden_green_waste,,
Vietnam,None,yard_garden_green_waste,,2.6
Vietnam,None,yard_garden_green_waste,,
Vanuatu,None,yard_garden_green_waste,,
Samoa,None,yard_garden_green_waste,,38.7
Kosovo,None,yard_garden_green_waste,,
Kosovo,None,yard_garden_green_waste,,
"Yemen, Rep.",None,yard_garden_green_waste,,1.0
South Africa,None,yard_garden_green_waste,,
South Africa,None,yard_garden_green_waste,,
South Africa,None,yard_garden_green_waste,,
South Africa,None,yard_garden_green_waste,,
South Africa,None,yard_garden_green_waste,,
Zambia,None,yard_garden_green_waste,,30.0
Zambia,None,yard_garden_green_waste,,
Zimbabwe,None,yard_garden_green_waste,,
Zimbabwe,None,yard_garden_green_waste,,16.0
Zimbabwe,None,yard_garden_green_waste,,
Zimbabwe,None,yard_garden_green_waste,,
Zimbabwe,None,yard_garden_green_waste,,
Zimbabwe,None,yard_garden_green_waste,,
Zimbabwe,None,yard_garden_green_waste,,
Zimbabwe,None,yard_garden_green_waste,,
Zimbabwe,None,yard_garden_green_waste,,
,None,yard_garden_green_waste,,
"=""00000""",2018,concrete,,64621333162.87126
"=""00000""",2018,food,,33214095809.655
"=""00000""",2018,glass,,7319506840.920144
"=""00000""",2018,asphalt shingles,,11788249150.664726
"=""00000""",2018,aluminum,,2413112100.0
"=""00000""",2018,metal,,11249406397.522526
"=""00000""",2018,other,,57620844261.3846
"=""00000""",2018,paper,,32374328179.02337
"=""00000""",2018,carpet,,1867520019.582156
"=""00000""",2018,plastic,,26041722813.799908
"=""00000""",2018,asphalt pavement,,4420734148.014604
"=""00000""",2018,wood,,37872367721.32857
"=""00000""",2018,yard trimmings,,11256359394.366724
"=""00000""",2018,food,,7028361356.4
"=""00000""",2018,glass,,1487783400.0
"=""00000""",2018,asphalt shingles,,18987491.89573532
"=""00000""",2018,aluminum,,508023600.0
"=""00000""",2018,metal,,2168172150.0
"=""00000""",2018,other,,6513588300.0
